county,precinct,office,district,party,candidate,votes,winner
Howard,,President,,Other,Stephen Falcone,0,
Howard,,President,,Other,Bo Gritz/Cy Minett,2,
Howard,,President,,Other,Robert Edward Haines,0,
Howard,,President,,Other,Americus Liberator,0,
Howard,,President,,Other,George Muzyk,0,
Howard,,President,,Other,Roy Wayne Tyree,0,
Howard,,President,,Other,James A. Warren,3,
Kent,,President,,Democratic,Bill Clinton/Albert Gore Jr.,3093,TRUE
Kent,,President,,Republican,George Bush/Dan Quayle,3094,
Kent,,President,,Independent,Ross Perot/James Stockdale,1411,
Kent,,President,,Libertarian,Andre Marrou/Nancy Lord,19,
Kent,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,11,
Kent,,President,,Democratic,Don Allenworth,0,
Kent,,President,,Democratic,Willie Felix Carter,0,
Kent,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Kent,,President,,Taxpayers,Howard Phillips,0,
Kent,,President,,Natural-Law,John Hagelin,0,
Kent,,President,,Other,David Marshall Borkenhagen,0,
Kent,,President,,Other,Thomas L. Chapman,0,
Kent,,President,,Other,Ron Daniels,0,
Kent,,President,,Other,Stephen Falcone,0,
Kent,,President,,Other,Bo Gritz/Cy Minett,0,
Kent,,President,,Other,Robert Edward Haines,0,
Kent,,President,,Other,Americus Liberator,0,
Kent,,President,,Other,George Muzyk,0,
Kent,,President,,Other,Roy Wayne Tyree,0,
Kent,,President,,Other,James A. Warren,0,
Montgomery,,President,,Democratic,Bill Clinton/Albert Gore Jr.,199757,TRUE
Montgomery,,President,,Republican,George Bush/Dan Quayle,119705,
Montgomery,,President,,Independent,Ross Perot/James Stockdale,41971,
Montgomery,,President,,Libertarian,Andre Marrou/Nancy Lord,702,
Montgomery,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,276,
Montgomery,,President,,Democratic,Don Allenworth,0,
Montgomery,,President,,Democratic,Willie Felix Carter,0,
Montgomery,,President,,Democratic,Lyndon H. LaRouche Jr.,5,
Montgomery,,President,,Taxpayers,Howard Phillips,4,
Montgomery,,President,,Natural-Law,John Hagelin,130,
Montgomery,,President,,Other,David Marshall Borkenhagen,0,
Montgomery,,President,,Other,Thomas L. Chapman,0,
Montgomery,,President,,Other,Ron Daniels,56,
Montgomery,,President,,Other,Stephen Falcone,0,
Montgomery,,President,,Other,Bo Gritz/Cy Minett,2,
Montgomery,,President,,Other,Robert Edward Haines,0,
Montgomery,,President,,Other,Americus Liberator,0,
Montgomery,,President,,Other,George Muzyk,1,
Montgomery,,President,,Other,Roy Wayne Tyree,0,
Montgomery,,President,,Other,James A. Warren,4,
Prince George's,,President,,Democratic,Bill Clinton/Albert Gore Jr.,168691,TRUE
Prince George's,,President,,Republican,George Bush/Dan Quayle,62955,
Prince George's,,President,,Independent,Ross Perot/James Stockdale,23355,
Prince George's,,President,,Libertarian,Andre Marrou/Nancy Lord,913,
Prince George's,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,853,
Prince George's,,President,,Democratic,Don Allenworth,0,
Prince George's,,President,,Democratic,Willie Felix Carter,0,
Prince George's,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Prince George's,,President,,Taxpayers,Howard Phillips,1,
Prince George's,,President,,Natural-Law,John Hagelin,13,
Prince George's,,President,,Other,David Marshall Borkenhagen,0,
Prince George's,,President,,Other,Thomas L. Chapman,0,
Prince George's,,President,,Other,Ron Daniels,74,
Prince George's,,President,,Other,Stephen Falcone,0,
Prince George's,,President,,Other,Bo Gritz/Cy Minett,1,
Prince George's,,President,,Other,Robert Edward Haines,0,
Prince George's,,President,,Other,Americus Liberator,0,
Prince George's,,President,,Other,George Muzyk,0,
Prince George's,,President,,Other,Roy Wayne Tyree,0,
Prince George's,,President,,Other,James A. Warren,3,
Queen Anne's,,President,,Democratic,Bill Clinton/Albert Gore Jr.,4668,TRUE
Queen Anne's,,President,,Republican,George Bush/Dan Quayle,6829,
Queen Anne's,,President,,Independent,Ross Perot/James Stockdale,2958,
Queen Anne's,,President,,Libertarian,Andre Marrou/Nancy Lord,26,
Queen Anne's,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,33,
Queen Anne's,,President,,Democratic,Don Allenworth,0,
Queen Anne's,,President,,Democratic,Willie Felix Carter,0,
Queen Anne's,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Queen Anne's,,President,,Taxpayers,Howard Phillips,0,
Queen Anne's,,President,,Natural-Law,John Hagelin,0,
Queen Anne's,,President,,Other,David Marshall Borkenhagen,0,
Queen Anne's,,President,,Other,Thomas L. Chapman,0,
Queen Anne's,,President,,Other,Ron Daniels,0,
Queen Anne's,,President,,Other,Stephen Falcone,0,
Queen Anne's,,President,,Other,Bo Gritz/Cy Minett,0,
Queen Anne's,,President,,Other,Robert Edward Haines,0,
Queen Anne's,,President,,Other,Americus Liberator,0,
Queen Anne's,,President,,Other,George Muzyk,0,
Queen Anne's,,President,,Other,Roy Wayne Tyree,0,
Queen Anne's,,President,,Other,James A. Warren,0,
St. Mary's,,President,,Democratic,Bill Clinton/Albert Gore Jr.,8931,TRUE
St. Mary's,,President,,Republican,George Bush/Dan Quayle,11485,
St. Mary's,,President,,Independent,Ross Perot/James Stockdale,4550,
St. Mary's,,President,,Libertarian,Andre Marrou/Nancy Lord,49,
St. Mary's,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,66,
St. Mary's,,President,,Democratic,Don Allenworth,0,
St. Mary's,,President,,Democratic,Willie Felix Carter,0,
St. Mary's,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
St. Mary's,,President,,Taxpayers,Howard Phillips,0,
St. Mary's,,President,,Natural-Law,John Hagelin,1,
St. Mary's,,President,,Other,David Marshall Borkenhagen,0,
St. Mary's,,President,,Other,Thomas L. Chapman,0,
St. Mary's,,President,,Other,Ron Daniels,0,
St. Mary's,,President,,Other,Stephen Falcone,0,
St. Mary's,,President,,Other,Bo Gritz/Cy Minett,3,
St. Mary's,,President,,Other,Robert Edward Haines,0,
St. Mary's,,President,,Other,Americus Liberator,0,
St. Mary's,,President,,Other,George Muzyk,0,
St. Mary's,,President,,Other,Roy Wayne Tyree,0,
St. Mary's,,President,,Other,James A. Warren,0,
Somerset,,President,,Democratic,Bill Clinton/Albert Gore Jr.,3210,TRUE
Somerset,,President,,Republican,George Bush/Dan Quayle,3450,
Somerset,,President,,Independent,Ross Perot/James Stockdale,1230,
Somerset,,President,,Libertarian,Andre Marrou/Nancy Lord,15,
Somerset,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,30,
Somerset,,President,,Democratic,Don Allenworth,0,
Somerset,,President,,Democratic,Willie Felix Carter,0,
Somerset,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Somerset,,President,,Taxpayers,Howard Phillips,1,
Somerset,,President,,Natural-Law,John Hagelin,0,
Somerset,,President,,Other,David Marshall Borkenhagen,0,
Somerset,,President,,Other,Thomas L. Chapman,0,
Somerset,,President,,Other,Ron Daniels,0,
Somerset,,President,,Other,Stephen Falcone,0,
Somerset,,President,,Other,Bo Gritz/Cy Minett,0,
Somerset,,President,,Other,Robert Edward Haines,0,
Somerset,,President,,Other,Americus Liberator,0,
Somerset,,President,,Other,George Muzyk,0,
Somerset,,President,,Other,Roy Wayne Tyree,0,
Somerset,,President,,Other,James A. Warren,0,
Talbot,,President,,Democratic,Bill Clinton/Albert Gore Jr.,4642,TRUE
Talbot,,President,,Republican,George Bush/Dan Quayle,6774,
Talbot,,President,,Independent,Ross Perot/James Stockdale,2233,
Talbot,,President,,Libertarian,Andre Marrou/Nancy Lord,27,
Talbot,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,30,
Talbot,,President,,Democratic,Don Allenworth,0,
Talbot,,President,,Democratic,Willie Felix Carter,0,
Talbot,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Talbot,,President,,Taxpayers,Howard Phillips,0,
Talbot,,President,,Natural-Law,John Hagelin,2,
Talbot,,President,,Other,David Marshall Borkenhagen,0,
Talbot,,President,,Other,Thomas L. Chapman,0,
Talbot,,President,,Other,Ron Daniels,0,
Talbot,,President,,Other,Stephen Falcone,0,
Talbot,,President,,Other,Bo Gritz/Cy Minett,0,
Talbot,,President,,Other,Robert Edward Haines,0,
Talbot,,President,,Other,Americus Liberator,0,
Talbot,,President,,Other,George Muzyk,0,
Talbot,,President,,Other,Roy Wayne Tyree,0,
Talbot,,President,,Other,James A. Warren,0,
Washington,,President,,Democratic,Bill Clinton/Albert Gore Jr.,16495,TRUE
Washington,,President,,Republican,George Bush/Dan Quayle,21977,
Washington,,President,,Independent,Ross Perot/James Stockdale,7537,
Washington,,President,,Libertarian,Andre Marrou/Nancy Lord,178,
Washington,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,17,
Washington,,President,,Democratic,Don Allenworth,1,
Washington,,President,,Democratic,Willie Felix Carter,0,
Washington,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Washington,,President,,Taxpayers,Howard Phillips,0,
Washington,,President,,Natural-Law,John Hagelin,2,
Washington,,President,,Other,David Marshall Borkenhagen,0,
Washington,,President,,Other,Thomas L. Chapman,0,
Washington,,President,,Other,Ron Daniels,0,
Washington,,President,,Other,Stephen Falcone,0,
Washington,,President,,Other,Bo Gritz/Cy Minett,1,
Washington,,President,,Other,Robert Edward Haines,0,
Washington,,President,,Other,Americus Liberator,0,
Washington,,President,,Other,George Muzyk,0,
Washington,,President,,Other,Roy Wayne Tyree,0,
Washington,,President,,Other,James A. Warren,0,
Wicomico,,President,,Democratic,Bill Clinton/Albert Gore Jr.,11481,TRUE
Wicomico,,President,,Republican,George Bush/Dan Quayle,13560,
Wicomico,,President,,Independent,Ross Perot/James Stockdale,5140,
Wicomico,,President,,Libertarian,Andre Marrou/Nancy Lord,43,
Wicomico,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,48,
Wicomico,,President,,Democratic,Don Allenworth,0,
Wicomico,,President,,Democratic,Willie Felix Carter,0,
Wicomico,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Wicomico,,President,,Taxpayers,Howard Phillips,0,
Wicomico,,President,,Natural-Law,John Hagelin,0,
Wicomico,,President,,Other,David Marshall Borkenhagen,0,
Wicomico,,President,,Other,Thomas L. Chapman,0,
Wicomico,,President,,Other,Ron Daniels,0,
Wicomico,,President,,Other,Stephen Falcone,0,
Wicomico,,President,,Other,Bo Gritz/Cy Minett,0,
Wicomico,,President,,Other,Robert Edward Haines,0,
Wicomico,,President,,Other,Americus Liberator,0,
Wicomico,,President,,Other,George Muzyk,0,
Wicomico,,President,,Other,Roy Wayne Tyree,0,
Wicomico,,President,,Other,James A. Warren,0,
Worcester,,President,,Democratic,Bill Clinton/Albert Gore Jr.,6040,TRUE
Worcester,,President,,Republican,George Bush/Dan Quayle,7237,
Worcester,,President,,Independent,Ross Perot/James Stockdale,3256,
Worcester,,President,,Libertarian,Andre Marrou/Nancy Lord,19,
Worcester,,President,,Alliance,Lenora B Fulani/Maria Elizabeth Munoz,4,
Worcester,,President,,Democratic,Don Allenworth,0,
Worcester,,President,,Democratic,Willie Felix Carter,0,
Worcester,,President,,Democratic,Lyndon H. LaRouche Jr.,0,
Worcester,,President,,Taxpayers,Howard Phillips,0,
Worcester,,President,,Natural-Law,John Hagelin,0,
Worcester,,President,,Other,David Marshall Borkenhagen,1,
Worcester,,President,,Other,Thomas L. Chapman,0,
Worcester,,President,,Other,Ron Daniels,0,
Worcester,,President,,Other,Stephen Falcone,0,
Worcester,,President,,Other,Bo Gritz/Cy Minett,0,
Worcester,,President,,Other,Robert Edward Haines,2,
Worcester,,President,,Other,Americus Liberator,0,
Worcester,,President,,Other,George Muzyk,0,
Worcester,,President,,Other,Roy Wayne Tyree,0,
Worcester,,President,,Other,James A. Warren,0,
Allegany,,U.S. Senator,,Democratic,Barbara A. Mikulski,16872,TRUE
Allegany,,U.S. Senator,,Republican,Alan L. Keyes,9199,
Allegany,,U.S. Senator,,Other,Joan Bowman,0,
Allegany,,U.S. Senator,,Other,John Clapp,0,
Allegany,,U.S. Senator,,Other,John Gaige,0,
